Carnet,Carrera,Plan,IdCampus,Sexo,AnioIngreso,CicloIngreso,InstitucionBach,TieneBeca,PorcentajeBeca_Promedio,MateriasInscritas_C1,MateriasAprobadas_C1,MateriasReprobadas_C1,TasaAprobacion_C1,PromedioCiclo_C1,MateriasInscritas_C2,MateriasAprobadas_C2,MateriasReprobadas_C2,TasaAprobacion_C2,PromedioCiclo_C2,TotalMateriasInscritas_Anio1,TotalMateriasAprobadas_Anio1,TotalMateriasReprobadas_Anio1,TasaAprobacion_Anio1,PromedioGeneral_Anio1,AvanceCarrera_FinAnio1,PAES_Score,CantInsolvencias_Recurrentes,CantRetirosParciales,CantRetirosTotales,CantCambiosCarrera,Ind_PAES,Ind_CUM,Ind_Avance,Ind_Solvencia,Ind_RetiroParcial,Ind_RetiroTotal,Ind_CambioCarrera,Ind_Reprobacion,Ind_BrechaDesercion,IRE_Total,Deserto
SP210768  ,102,2017,1,102301,2021,1,152,0,NULL,4,4,0,1,7.31,4,4,0,1,7.26,8,8,0,1,7.28,54.8,8.19,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0
SP211102  ,219,2018,1,102301,2021,1,621,0,NULL,3,3,0,1,8.36,2,2,0,1,8.99,5,5,0,1,8.67,95.5,1,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SP211255  ,902,2019,9,102301,2021,1,955,0,NULL,5,1,4,0.2,3.39,NULL,NULL,NULL,NULL,NULL,5,1,4,0.2,3.39,5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1
SP211440  ,206,2018,1,102302,2021,1,144,0,NULL,3,3,0,1,8.58,3,3,0,1,7.95,6,6,0,1,8.27,92.9,1,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SP211848  ,202,2021,1,102302,2021,1,615,0,NULL,4,0,4,0,2.53,NULL,NULL,NULL,NULL,NULL,4,0,4,0,2.53,74.7,3.6,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0
SP211868  ,902,2019,9,102302,2021,1,235,0,NULL,5,5,0,1,7.52,5,0,5,0,2.11,10,5,5,0.5,4.82,25,7.61,5,0,0,1,0,1,0,1,0,0,1,0,0,3,1
SP212211  ,803,2014,9,102301,2021,1,18,0,NULL,5,5,0,1,8.96,5,5,0,1,8.34,10,10,0,1,8.65,40.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
sp212251  ,104,2017,1,102301,2021,1,471,0,NULL,4,0,3,0,1.1,NULL,NULL,NULL,NULL,NULL,4,0,3,0,1.1,0,4.02,0,1,0,0,1,1,1,0,0,0,0,0,0,3,1
SP212552  ,444,2018,1,102301,2021,1,152,0,NULL,6,6,0,1,9.21,5,5,0,1,8.92,11,11,0,1,9.07,36,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
SP221100  ,702,2022,1,102301,2022,1,285,0,NULL,4,0,3,0,3.26,2,0,1,0,2.37,6,0,4,0,2.81,3.7,1,8,2,0,0,1,1,1,1,1,0,0,0,0,5,0
SP221222  ,209,2019,2,102302,2022,1,176,0,NULL,5,4,1,0.8,7.4,5,4,0,0.8,7.07,10,8,1,0.8,7.23,41.6,1.5,8,1,0,0,1,0,0,1,0,0,0,0,0,2,0
SP221402  ,105,2017,1,102302,2022,1,166,0,NULL,6,3,2,0.5,5.89,4,3,0,0.75,5.22,10,6,2,0.6,5.56,15.6,1.5,8,2,0,0,1,1,0,1,1,0,0,0,0,4,0
SP221798  ,301,2018,1,102302,2022,1,343,0,NULL,3,2,0,0.6667,4.72,4,2,0,0.5,3.73,7,4,0,0.5714,4.22,4,1.5,8,3,0,1,1,1,1,1,1,0,1,0,0,6,0
SP222066  ,104,2017,1,102302,2022,1,445,0,NULL,5,2,0,0.4,3.78,5,4,1,0.8,7.64,10,6,1,0.6,5.71,13.1,1.5,8,4,0,0,1,1,0,1,1,0,0,0,0,4,0
SP222116  ,902,2019,9,102301,2022,1,384,0,NULL,5,0,5,0,2.98,NULL,NULL,NULL,NULL,NULL,5,0,5,0,2.98,0,7.2,5,0,0,0,0,1,1,1,0,0,0,0,0,3,1
SP230895  ,209,2019,1,102302,2023,1,309,0,NULL,5,5,0,1,9.34,5,5,0,1,9.56,10,10,0,1,9.45,71.4,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SP231166,211,2019,1,102302,2023,1,766,0,NULL,5,4,0,0.8,6.27,NULL,NULL,NULL,NULL,NULL,5,4,0,0.8,6.27,9.3,1,4,1,0,0,1,1,1,1,0,0,0,0,0,4,1
SP231273,416,2022,1,102302,2023,1,475,0,NULL,3,3,0,1,9.23,3,3,0,1,7.92,6,6,0,1,8.57,100,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SP231705  ,702,2022,1,102301,2023,1,614,0,NULL,5,3,1,0.6,5.55,3,0,2,0,2.26,8,3,3,0.375,3.91,5.6,0.5,8,2,0,0,1,1,1,1,1,0,0,0,0,5,0
SP231734,104,2023,1,102301,2023,1,614,0,NULL,4,2,1,0.5,5.35,4,3,0,0.75,5.69,8,5,1,0.625,5.52,21.1,1,8,2,0,0,1,1,0,1,1,0,0,0,0,4,0
SP231909  ,920,2023,9,102301,2023,1,665,0,NULL,4,4,0,1,7.84,4,1,3,0.25,2.47,8,5,3,0.625,5.16,12.5,7.73,10,0,0,0,0,1,0,1,0,0,0,0,0,2,1
SP231912,206,2018,1,102302,2023,1,815,1,100,3,3,0,1,8.34,2,2,0,1,8.24,5,5,0,1,8.29,59.5,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SP232409,404,2023,1,102302,2023,1,212,0,NULL,5,0,5,0,0.66,NULL,NULL,NULL,NULL,NULL,5,0,5,0,0.66,0,0,4,0,0,0,1,1,1,1,0,0,0,0,0,4,1
SP232410  ,404,2023,1,102302,2023,1,279,0,NULL,5,0,5,0,1.12,2,2,0,1,6.74,7,2,5,0.2857,3.93,10.1,1,8,0,0,0,1,1,0,1,0,0,0,0,0,3,0
SP232441,914,2022,9,102302,2023,1,472,0,NULL,3,0,3,0,0.46,NULL,NULL,NULL,NULL,NULL,3,0,3,0,0.46,0,0,5,0,0,0,1,1,1,1,0,0,0,0,0,4,1
SP240085,404,2024,2,102301,2024,1,102,0,NULL,5,3,2,0.6,5.35,3,2,1,0.6667,7.71,8,5,3,0.625,6.53,74.7,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SP240129,604,2024,2,102302,2024,1,18,0,NULL,4,4,0,1,9.04,4,4,0,1,9.01,8,8,0,1,9.02,100,0,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SP240742,209,2024,1,102301,2024,1,369,0,NULL,5,2,3,0.4,5.29,4,4,0,1,7.95,9,6,3,0.6667,6.62,41,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SP241357,301,2024,1,102301,2024,1,343,0,NULL,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,5,0,0,0,0,0,1,5,0,5,1,1,1,1,1,0,1,1,0,0,6,0
SP241983,904,2024,9,102301,2024,1,176,0,NULL,4,0,4,0,0,NULL,NULL,NULL,NULL,NULL,4,0,4,0,0,0,0,5,0,0,0,1,1,1,1,0,0,0,0,0,4,1
SP242087  ,409,2024,2,102302,2024,1,1150,1,50,5,5,0,1,7.08,5,5,0,1,9.08,10,10,0,1,8.08,47.8,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SP242101,904,2024,9,102301,2024,1,571,0,NULL,5,4,1,0.8,7.19,NULL,NULL,NULL,NULL,NULL,5,4,1,0.8,7.19,15.9,7.68,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SP242131  ,920,2024,9,102301,2024,1,513,0,NULL,5,5,0,1,7.95,5,5,0,1,7.74,10,10,0,1,7.85,52.5,7.73,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SP242380,206,2024,1,102301,2024,1,306,0,NULL,3,3,0,1,9.4,3,3,0,1,9.09,6,6,0,1,9.25,38.1,1.5,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SQ200935  ,209,2019,2,102301,2020,1,153,0,NULL,5,5,0,1,8.4,4,3,1,0.75,6.28,9,8,1,0.8889,7.34,36,7.8,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SQ201300  ,302,2016,2,102302,2020,1,620,1,50,5,5,0,1,8.96,4,3,1,0.75,7.94,9,8,1,0.8889,8.45,100,8.12,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SQ202959  ,902,2019,9,102301,2020,1,166,0,NULL,5,0,5,0,3.02,NULL,NULL,NULL,NULL,NULL,5,0,5,0,3.02,0,5.93,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1
SQ220190  ,104,2017,2,102301,2022,1,153,0,NULL,5,3,2,0.6,6.76,2,1,1,0.5,6.85,7,4,3,0.5714,6.8,22,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SQ220388  ,219,2018,2,102302,2022,1,196,1,100,3,3,0,1,8.56,3,3,0,1,8,6,6,0,1,8.28,88.1,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SQ220613  ,109,2017,1,102301,2022,1,153,0,NULL,4,0,4,0,1.63,NULL,NULL,NULL,NULL,NULL,4,0,4,0,1.63,0,0,4,0,0,0,1,1,1,1,0,0,0,0,0,4,1
SQ221075  ,404,2019,1,102301,2022,1,488,0,NULL,7,6,1,0.8571,6.77,4,2,1,0.5,3.92,11,8,2,0.7273,5.34,85.9,1.5,8,1,0,0,1,1,0,1,0,0,0,0,0,3,0
SQ230886  ,105,2022,1,102301,2023,1,183,0,NULL,4,4,0,1,8.91,4,4,0,1,8.71,8,8,0,1,8.81,65.2,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SQ232320,701,2023,1,102301,2023,1,209,0,NULL,5,5,0,1,7.54,5,3,1,0.6,6.08,10,8,1,0.8,6.81,37.2,1,8,1,0,0,1,0,0,1,0,0,0,0,0,2,0
SQ232431,901,2023,9,102301,2023,1,450,0,NULL,5,3,2,0.6,6.46,4,4,0,1,8.09,9,7,2,0.7778,7.28,35,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SQ242789  ,901,2024,9,102301,2024,1,446,0,NULL,5,5,0,1,8.66,5,5,0,1,8.27,10,10,0,1,8.47,100,5.46,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR200029  ,415,2019,1,102301,2020,1,475,0,NULL,5,5,0,1,8.61,5,4,0,0.8,6.55,10,9,0,0.9,7.58,100,8.01,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0
SR200030  ,409,2019,2,102302,2020,1,449,0,NULL,5,5,0,1,9.41,4,4,0,1,8.84,9,9,0,1,9.13,100,7.69,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SR200467  ,303,2016,1,102301,2020,1,188,0,NULL,3,3,0,1,7.99,4,4,0,1,8.14,7,7,0,1,8.07,68.4,7.67,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SR200511  ,219,2018,1,102302,2020,1,319,0,NULL,3,3,0,1,8.01,4,4,0,1,8.19,7,7,0,1,8.1,30.5,7.43,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SR200644  ,409,2019,1,102302,2020,1,660,0,NULL,5,5,0,1,7.12,4,4,0,1,7.12,9,9,0,1,7.12,100,6.38,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SR201062  ,103,2017,1,102301,2020,1,659,0,NULL,4,4,0,1,7.72,NULL,NULL,NULL,NULL,NULL,4,4,0,1,7.72,100,7.58,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SR201216  ,106,2017,2,102302,2020,1,107,0,NULL,4,1,3,0.25,4.16,3,0,3,0,3.49,7,1,6,0.1429,3.83,1.8,4.09,3,0,0,0,1,1,1,1,0,0,0,0,0,4,0
SR201561  ,604,2020,2,102301,2020,1,18,0,NULL,4,4,0,1,8.99,4,4,0,1,8.93,8,8,0,1,8.96,100,1,2,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR202271  ,103,2017,1,102301,2020,1,603,0,NULL,5,3,1,0.6,4.98,NULL,NULL,NULL,NULL,NULL,5,3,1,0.6,4.98,23.6,7.97,2,1,0,0,0,1,0,1,0,0,0,0,0,2,0
SR202508  ,409,2019,2,102302,2020,1,271,0,NULL,5,5,0,1,8,5,2,3,0.4,5.9,10,7,3,0.7,6.95,34.5,6.77,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SR210536  ,103,2017,1,102302,2021,1,153,0,NULL,4,4,0,1,8.29,3,1,1,0.3333,5.15,7,5,1,0.7143,6.72,25.5,8.28,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0
SR211454  ,209,2019,2,102301,2021,1,161,0,NULL,5,4,0,0.8,7.21,4,3,1,0.75,7.14,9,7,1,0.7778,7.18,19.9,4.86,4,1,0,0,1,0,0,1,0,0,0,0,0,2,0
SR211499  ,102,2017,1,102301,2021,1,176,0,NULL,5,4,0,0.8,6.26,5,3,0,0.6,4.79,10,7,0,0.7,5.53,25.9,7.99,4,3,0,0,0,1,0,1,1,0,0,0,0,3,0
SR211575  ,903,2019,9,102301,2021,1,242,0,NULL,5,0,5,0,0,NULL,NULL,NULL,NULL,NULL,5,0,5,0,0,0,7.65,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1
SR211696  ,402,2019,1,102301,2021,1,445,0,NULL,4,2,2,0.5,5.01,3,0,3,0,0.41,7,2,5,0.2857,2.71,0,5.06,4,0,0,0,1,1,1,1,0,0,0,0,0,4,0
SR212163  ,914,2020,9,102301,2021,1,420,0,NULL,5,0,5,0,1.2,NULL,NULL,NULL,NULL,NULL,5,0,5,0,1.2,0,7.68,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1
SR220235  ,302,2016,2,102302,2022,1,142,0,NULL,4,4,0,1,9.34,5,5,0,1,9.3,9,9,0,1,9.32,84.7,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR220451  ,206,2018,1,102302,2022,1,475,0,NULL,3,3,0,1,7.64,2,2,0,1,7.48,5,5,0,1,7.56,85.7,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR220944  ,623,2020,2,102302,2022,1,18,1,60,3,3,0,1,9.24,3,3,0,1,9.2,6,6,0,1,9.22,100,0,5,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR220973  ,211,2019,1,102302,2022,1,479,0,NULL,5,4,1,0.8,6.24,5,4,1,0.8,6.51,10,8,2,0.8,6.38,56.5,1.5,8,0,0,0,1,1,0,1,0,0,0,0,0,3,0
SR221084  ,302,2016,1,102302,2022,1,335,0,NULL,4,4,0,1,8.44,4,3,1,0.75,7.82,8,7,1,0.875,8.13,32.4,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR221120  ,104,2017,1,102301,2022,1,245,0,NULL,4,1,3,0.25,3.95,NULL,NULL,NULL,NULL,NULL,4,1,3,0.25,3.95,1.8,0,4,0,0,0,1,1,1,1,0,0,0,0,0,4,1
SR221632  ,614,2020,2,102302,2022,1,18,0,NULL,4,4,0,1,9.85,4,4,0,1,9.48,8,8,0,1,9.67,100,0,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR221786  ,104,2017,1,102301,2022,1,681,0,NULL,3,1,2,0.3333,4.14,NULL,NULL,NULL,NULL,NULL,3,1,2,0.3333,4.14,2.4,0,4,0,0,0,1,1,1,1,0,0,0,0,0,4,1
SR222025  ,919,2020,9,102302,2022,1,238,0,NULL,5,5,0,1,8.54,6,1,5,0.1667,4.02,11,6,5,0.5455,6.28,17.5,1.5,10,0,0,0,1,1,0,1,0,0,0,0,0,3,0
SR222821  ,208,2022,1,102301,2022,1,18,0,NULL,5,5,0,1,9.42,4,4,0,1,9.55,9,9,0,1,9.49,21.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
SR230012,624,2021,2,102302,2023,1,18,0,NULL,3,3,0,1,8.6,3,1,1,0.3333,5.05,6,4,1,0.6667,6.83,50,0,10,1,0,0,1,0,0,1,0,0,0,0,0,2,0
SR230073,914,2022,9,102302,2023,1,330,0,NULL,5,4,1,0.8,7.55,5,4,0,0.8,6.92,10,8,1,0.8,7.24,100,0,10,1,0,0,1,0,0,1,0,0,0,0,0,2,0
SR230781,109,2022,1,102301,2023,1,445,0,NULL,4,2,2,0.5,6.61,NULL,NULL,NULL,NULL,NULL,4,2,2,0.5,6.61,28,1.5,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR230840  ,209,2019,1,102302,2023,1,1391,0,NULL,5,5,0,1,8.96,5,5,0,1,8.94,10,10,0,1,8.95,71.4,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR230847,404,2023,1,102301,2023,1,319,0,NULL,6,4,1,0.6667,6.3,5,0,5,0,2.1,11,4,6,0.3636,4.2,79.7,1,8,1,0,0,1,1,0,1,0,0,0,0,0,3,0
SR230879  ,413,2021,2,102301,2023,1,367,1,0,4,4,0,1,8.98,5,5,0,1,8.46,9,9,0,1,8.72,70,5.89,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR231189,209,2019,1,102302,2023,1,335,0,NULL,5,5,0,1,9.15,4,4,0,1,9.12,9,9,0,1,9.13,71.4,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR231281,219,2018,1,102302,2023,1,682,0,NULL,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,3,0,0,0,0,0,0,4,0,3,0,1,1,1,1,0,1,0,0,0,5,1
SR231295,206,2018,1,102302,2023,1,481,0,NULL,3,3,0,1,9.35,3,3,0,1,9.73,6,6,0,1,9.54,61.9,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR231421,303,2023,1,102302,2023,1,642,0,NULL,4,4,0,1,7.24,4,3,0,0.75,6.56,8,7,0,0.875,6.9,57,1,8,1,0,0,1,0,0,1,0,0,0,0,0,2,0
SR231650,416,2022,1,102302,2023,1,74,0,NULL,3,2,0,0.6667,6.23,3,3,0,1,8.28,6,5,0,0.8333,7.26,25,1.5,8,1,0,1,1,0,0,1,0,0,1,0,0,3,0
SR232276  ,202,2021,1,102302,2023,1,450,0,NULL,5,5,0,1,8.38,5,5,0,1,8.4,10,10,0,1,8.39,56.5,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR232301  ,902,2023,9,102302,2023,1,35,0,NULL,4,4,0,1,8.99,6,6,0,1,8.31,10,10,0,1,8.65,100,0,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR232420  ,207,2013,1,102301,2023,1,615,0,NULL,5,3,2,0.6,5.12,3,2,1,0.6667,4.94,8,5,3,0.625,5.03,17.24,1.5,8,0,0,0,1,1,0,1,0,0,0,0,0,3,1
SR232459,904,2023,9,102302,2023,1,91,0,NULL,4,2,1,0.5,5.41,NULL,NULL,NULL,NULL,NULL,4,2,1,0.5,5.41,4.5,0,5,1,0,0,1,1,1,1,0,0,0,0,0,4,1
SR232617,920,2023,9,102301,2023,1,445,0,NULL,4,1,3,0.25,2.89,NULL,NULL,NULL,NULL,NULL,4,1,3,0.25,2.89,2.5,1,5,0,0,0,1,1,1,1,0,0,0,0,0,4,1
SR232628,702,2022,1,102302,2023,1,420,0,NULL,4,0,4,0,1.21,NULL,NULL,NULL,NULL,NULL,4,0,4,0,1.21,0,0,4,0,0,0,1,1,1,1,0,0,0,0,0,4,1
SR240105  ,404,2024,1,102302,2024,1,228,0,NULL,4,3,0,0.75,6.87,6,6,0,1,8.15,10,9,0,0.9,7.51,79.7,1.5,10,1,0,0,1,0,0,1,0,0,0,0,0,2,0
SR240366,919,2024,9,102301,2024,1,328,0,NULL,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,5,0,0,0,0,0,0,5,0,5,0,1,1,1,1,0,1,0,0,0,5,1
SR240768,409,2024,1,102302,2024,1,488,0,NULL,5,5,0,1,8.87,5,5,0,1,9.34,10,10,0,1,9.11,100,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR240808,209,2024,1,102302,2024,1,682,0,NULL,4,2,0,0.5,4.58,5,5,0,1,9.49,9,7,0,0.7778,7.03,3.8,1,10,2,0,1,1,0,1,1,1,0,1,0,0,5,0
SR240821,103,2024,1,102301,2024,1,56,0,NULL,5,1,1,0.2,3.03,3,1,0,0.3333,3.33,8,2,1,0.25,3.18,3.8,1,10,5,0,1,1,1,1,1,1,0,1,0,0,6,0
SR240838  ,305,2024,1,102302,2024,1,682,0,NULL,4,2,0,0.5,4.26,4,4,0,1,9.01,8,6,0,0.75,6.64,4.3,1.5,10,2,0,1,1,0,1,1,1,0,1,0,0,5,0
SR240839,409,2024,2,102302,2024,1,381,0,NULL,5,5,0,1,8.35,5,5,0,1,8.99,10,10,0,1,8.67,47.8,5.55,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR240854,219,2024,1,102301,2024,1,246,0,NULL,3,3,0,1,9.01,5,5,0,1,8.88,8,8,0,1,8.95,61.9,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR241040  ,209,2024,1,102302,2024,1,75,0,NULL,5,0,3,0,2.67,4,1,2,0.25,2.66,9,1,5,0.1111,2.66,0,1,10,3,0,1,1,1,1,1,1,0,1,0,0,6,0
SR241155  ,202,2024,1,102301,2024,1,101,0,NULL,5,5,0,1,9.02,5,5,0,1,8.46,10,10,0,1,8.74,47.1,1.5,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR241264  ,413,2024,1,102301,2024,1,309,0,NULL,5,5,0,1,8.85,5,5,0,1,8.73,10,10,0,1,8.79,47.1,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR241332  ,209,2024,1,102302,2024,1,161,0,NULL,5,5,0,1,8.11,5,5,0,1,8.02,10,10,0,1,8.07,45.3,1.5,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR241440,206,2024,1,102302,2024,1,1025,0,NULL,3,3,0,1,7.41,3,1,2,0.3333,2.98,6,4,2,0.6667,5.19,13.7,1,10,0,0,1,1,1,0,1,0,0,1,0,0,4,0
SR241753  ,305,2024,1,102302,2024,1,285,0,NULL,4,4,0,1,8.24,4,4,0,1,7.2,8,8,0,1,7.72,41.8,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR242044  ,906,2024,9,102301,2024,1,397,0,NULL,4,1,3,0.25,5.03,3,2,1,0.6667,5.21,7,3,4,0.4286,5.12,6.8,1.5,10,0,0,1,1,1,1,1,0,0,1,0,0,5,0
SR242134  ,702,2024,1,102301,2024,1,1342,0,NULL,4,2,1,0.5,5.49,4,2,1,0.5,4.65,8,4,2,0.5,5.07,7.4,1,10,2,0,0,1,1,1,1,1,0,0,0,0,5,0
SR242192,219,2024,1,102302,2024,1,603,0,NULL,3,0,3,0,3.98,NULL,NULL,NULL,NULL,NULL,3,0,3,0,3.98,0,0,5,0,0,0,1,1,1,1,0,0,0,0,0,4,1
SR242359  ,209,2024,1,102302,2024,1,1419,1,100,5,2,3,0.4,5.94,5,5,0,1,7.55,10,7,3,0.7,6.75,35.4,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR242382,904,2024,9,102301,2024,1,269,0,NULL,5,0,5,0,0.79,NULL,NULL,NULL,NULL,NULL,5,0,5,0,0.79,0,0,5,0,0,0,1,1,1,1,0,0,0,0,0,4,1
SR242472,901,2024,9,102301,2024,1,296,0,NULL,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,5,0,0,0,0,0,0,5,4,1,0,1,1,1,1,1,1,0,0,0,6,1
SR242604  ,903,2024,9,102302,2024,1,18,0,NULL,5,5,0,1,8.53,5,5,0,1,8.68,10,10,0,1,8.61,22.7,6.39,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SR242628  ,902,2024,9,102301,2024,1,558,0,NULL,4,4,0,1,8.65,4,4,0,1,9.25,8,8,0,1,8.95,100,5.67,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR242766  ,618,2020,2,102302,2024,1,18,0,NULL,3,3,0,1,9.47,4,4,0,1,9.32,7,7,0,1,9.4,100,0,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SR242815,626,2024,2,102301,2024,1,18,0,NULL,3,3,0,1,9.38,3,3,0,1,8.78,6,6,0,1,9.08,61.5,0,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SS200219  ,702,2014,1,102301,2020,1,779,0,NULL,5,5,0,1,7.69,5,5,0,1,8.24,10,10,0,1,7.96,100,8.48,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SS200563  ,206,2018,1,102301,2020,1,489,0,NULL,3,3,0,1,7.96,4,4,0,1,7.9,7,7,0,1,7.93,53,7.11,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SS200607  ,209,2019,2,102302,2020,1,688,0,NULL,4,4,0,1,8.47,3,0,0,0,0,7,4,0,0.5714,4.24,12.4,7.84,4,2,1,0,0,1,0,1,1,1,0,0,0,4,1
SS200693  ,302,2016,2,102302,2020,1,273,0,NULL,4,4,0,1,8.42,NULL,NULL,NULL,NULL,NULL,4,4,0,1,8.42,11.2,7.89,5,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SS200966  ,209,2019,2,102301,2020,1,296,0,NULL,5,5,0,1,8.74,5,5,0,1,8.63,10,10,0,1,8.68,100,7.27,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SS201338  ,101,2017,1,102301,2020,1,459,0,NULL,4,0,4,0,0,NULL,NULL,NULL,NULL,NULL,4,0,4,0,0,0,5.28,2,0,0,0,1,1,1,1,0,0,0,0,0,4,1
SS201397  ,404,2019,1,102301,2020,1,156,0,NULL,5,1,3,0.2,2.76,NULL,NULL,NULL,NULL,NULL,5,1,3,0.2,2.76,3.8,7.5,2,1,0,0,0,1,1,1,0,0,0,0,0,3,1
SS201613  ,414,2019,1,102301,2020,1,250,0,NULL,4,2,2,0.5,6.13,5,4,0,0.8,6.29,9,6,2,0.6667,6.21,3.6,7.84,3,1,0,1,0,1,1,1,0,0,1,0,0,4,0
SS201667  ,102,2017,1,102302,2020,1,378,0,NULL,5,3,1,0.6,5.99,2,0,1,0,2.62,7,3,2,0.4286,4.31,7.8,7.59,3,2,0,1,0,1,1,1,1,0,1,0,0,5,0
SS202075  ,209,2019,2,102301,2020,1,623,0,NULL,3,3,0,1,8.74,4,0,4,0,2.73,7,3,4,0.4286,5.73,17.4,4.02,4,0,0,0,1,1,0,1,0,0,0,0,0,3,0
SS202211  ,901,2019,9,102301,2020,1,233,0,NULL,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,5,0,0,0,0,0,1,5,0,5,0,1,1,1,1,0,1,0,0,0,5,1
SS202325  ,902,2019,9,102301,2020,1,261,0,NULL,5,5,0,1,9.38,5,5,0,1,9.32,10,10,0,1,9.35,100,7.6,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SS202360  ,202,2016,1,102302,2020,1,250,0,NULL,4,4,0,1,7.27,5,5,0,1,7.57,9,9,0,1,7.42,100,7.56,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SS202620  ,449,2008,1,102302,2020,1,153,0,NULL,6,6,0,1,9.23,4,4,0,1,9.8,10,10,0,1,9.52,100,8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SS202797  ,441,2009,1,102301,2020,1,152,0,NULL,6,6,0,1,8.5,5,5,0,1,8.8,11,11,0,1,8.65,44.6,8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SS202843  ,444,2009,1,102301,2020,1,152,0,NULL,7,7,0,1,8.53,5,5,0,1,8.32,12,12,0,1,8.42,23.6,7.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
